Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,WoodDeckSF,PoolArea,SalePrice
760,RL,65,12257,Pave,,IR1,NoRidge,1Fam,2Story,8,5,1995,1995,Gable,1318,SBrkr,1328,1203,2531,2,1,4,1,9,Attchd,3,752,222,0,290000
761,RL,70,9100,Pave,,Reg,NAmes,1Fam,1Story,6,6,1959,1959,Hip,864,SBrkr,864,0,864,1,0,2,1,5,Detchd,1,300,0,0,127500
762,RM,60,6911,Pave,,Reg,BrkSide,1Fam,1Story,5,5,1924,1950,Gable,1145,SBrkr,1301,0,1301,1,0,2,1,5,Detchd,2,440,0,0,100000
763,FV,72,8640,Pave,,Reg,Somerst,1Fam,2Story,7,5,2009,2009,Gable,756,SBrkr,764,783,1547,2,1,3,1,7,Attchd,2,614,169,0,215200
764,RL,82,9430,Pave,,Reg,NoRidge,1Fam,2Story,8,5,1999,1999,Gable,1252,SBrkr,1268,1097,2365,2,1,3,1,8,Attchd,3,856,0,0,337000
765,RL,30,9549,Pave,,IR1,Veenker,TwnhsE,1Story,8,5,1995,1996,Hip,1494,SBrkr,1494,0,1494,1,1,2,1,6,Attchd,2,481,0,0,270000
766,RL,75,14587,Pave,,IR1,Somerst,1Fam,1Story,9,5,2008,2008,Gable,1498,SBrkr,1506,0,1506,2,0,2,1,6,Attchd,2,592,0,0,264132
767,RL,80,10421,Pave,,Reg,NWAmes,1Fam,2Story,7,5,1988,1988,Gable,980,SBrkr,980,734,1714,2,1,3,1,7,Attchd,2,496,228,0,196500
768,RL,75,12508,Pave,,IR1,Mitchel,1Fam,1.5Fin,6,7,1940,1985,Gable,983,SBrkr,983,767,1750,2,0,4,1,7,Attchd,1,423,245,0,160000
769,RL,70,9100,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2004,2005,Hip,1860,SBrkr,1836,0,1836,2,0,3,1,8,Attchd,2,484,120,0,216837
770,RL,47,53504,Pave,,IR2,StoneBr,1Fam,2Story,8,5,2003,2003,Hip,1650,SBrkr,1690,1589,3279,3,1,4,1,12,BuiltIn,3,841,503,0,538000
771,RL,,7252,Pave,,IR1,Sawyer,1Fam,SFoyer,5,5,1982,1982,Hip,858,SBrkr,858,0,858,1,0,2,1,5,Detchd,2,576,120,0,134900
772,RL,67,8877,Pave,,Reg,Edwards,1Fam,1Story,4,5,1951,1951,Gable,836,FuseF,1220,0,1220,1,0,2,1,6,Detchd,2,396,0,0,102000
773,RL,94,7819,Pave,,Reg,Edwards,1Fam,SLvl,6,5,1976,1976,Gable,1029,SBrkr,1117,0,1117,1,0,3,1,6,Detchd,2,672,144,0,107000
774,RL,70,10150,Pave,,Reg,NAmes,1Fam,1Story,5,5,1958,1958,Gable,912,FuseA,912,0,912,1,0,2,1,5,Attchd,1,275,0,0,114500
775,RL,110,14226,Pave,,Reg,NridgHt,1Fam,1Story,8,5,2006,2006,Hip,1935,SBrkr,1973,0,1973,2,0,3,1,9,Attchd,3,895,315,0,395000
776,RM,32,4500,Pave,,Reg,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,1204,SBrkr,1204,0,1204,2,0,2,1,5,Attchd,2,412,0,0,162000
777,RL,86,11210,Pave,,IR1,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,1614,SBrkr,1614,0,1614,2,0,3,1,7,Attchd,3,865,144,0,221500
778,RL,100,13350,Pave,,IR1,Sawyer,1Fam,1Story,5,5,1974,1974,Hip,864,SBrkr,894,0,894,1,0,3,1,5,Attchd,2,440,241,0,142500
779,RH,60,8400,Pave,,Reg,SawyerW,Duplex,1Story,5,5,1977,1977,Gable,0,SBrkr,2020,0,2020,2,0,4,2,10,Detchd,2,630,0,0,144000
780,RL,78,10530,Pave,,Reg,Mitchel,Duplex,SFoyer,6,5,1977,1977,Gable,975,SBrkr,1004,0,1004,1,0,2,1,4,Attchd,2,504,0,0,135000
781,RL,63,7875,Pave,,Reg,Gilbert,1Fam,1Story,7,5,1995,1996,Gable,1237,SBrkr,1253,0,1253,2,0,3,1,6,Attchd,2,402,220,0,176000
782,RL,65,7153,Pave,,Reg,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,761,SBrkr,810,793,1603,2,1,3,1,7,Attchd,2,484,0,0,175900
783,RL,67,16285,Pave,,IR2,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,1413,SBrkr,1430,0,1430,2,0,3,1,6,Attchd,2,605,0,0,187100
784,RL,,9101,Pave,,IR1,Mitchel,1Fam,SFoyer,5,6,1978,1978,Gable,1097,SBrkr,1110,0,1110,1,0,1,1,4,Attchd,2,602,303,0,165500
785,RM,35,6300,Pave,Grvl,Reg,OldTown,1Fam,2.5Unf,6,6,1914,2001,Gable,742,SBrkr,742,742,1484,2,0,3,1,9,,0,0,0,0,128000
786,RL,,9790,Pave,,Reg,NWAmes,1Fam,1Story,6,5,1967,1967,Gable,1372,SBrkr,1342,0,1342,2,0,3,1,7,Attchd,2,457,0,0,161500
787,RM,60,10800,Pave,,Reg,OldTown,1Fam,1.5Fin,5,6,1915,1950,Gable,686,SBrkr,966,686,1652,2,0,4,1,7,Detchd,1,416,0,0,139000
788,RL,76,10142,Pave,,IR1,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,956,SBrkr,956,1128,2084,2,1,4,1,8,BuiltIn,2,618,0,0,233000
789,RM,50,6000,Pave,,Reg,OldTown,1Fam,1Story,4,7,1954,2000,Gable,901,SBrkr,901,0,901,1,0,2,1,4,Detchd,1,281,0,0,107900
790,RL,,12205,Pave,,IR1,ClearCr,1Fam,2Story,6,8,1966,2007,Gable,832,SBrkr,976,1111,2087,2,1,5,1,9,Attchd,2,444,133,0,187500
791,RL,43,3182,Pave,,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,1145,SBrkr,1145,0,1145,2,0,2,1,5,Attchd,2,397,100,0,160200
792,RL,,11333,Pave,,IR1,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,1029,SBrkr,1062,0,1062,1,0,3,1,5,Attchd,2,539,120,0,146800
793,RL,92,9920,Pave,,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,Gable,1117,SBrkr,1127,886,2013,2,1,3,1,8,Attchd,2,455,180,0,269790
794,RL,76,9158,Pave,,Reg,Somerst,1Fam,1Story,8,5,2007,2007,Gable,1496,SBrkr,1496,0,1496,2,0,3,1,7,Attchd,2,474,168,0,225000
795,RL,,10832,Pave,,IR1,Gilbert,1Fam,2Story,7,5,1994,1996,Gable,712,SBrkr,1086,809,1895,2,1,3,1,7,Attchd,2,409,143,0,194500
796,RL,70,8400,Pave,,Reg,SawyerW,1Fam,2Story,6,6,1980,1981,Gable,650,SBrkr,888,676,1564,2,1,3,1,7,Attchd,2,476,0,0,171000
797,RL,71,8197,Pave,,Reg,Sawyer,1Fam,1Story,6,5,1977,1977,Gable,660,SBrkr,1285,0,1285,1,1,3,1,7,Attchd,2,528,138,0,143500
798,RL,57,7677,Pave,,Reg,NAmes,1Fam,1Story,5,5,1953,1953,Gable,773,SBrkr,773,0,773,1,0,2,1,4,Attchd,1,240,0,0,110000
799,RL,104,13518,Pave,,Reg,NridgHt,1Fam,2Story,9,5,2008,2009,Hip,1926,SBrkr,1966,1174,3140,3,1,4,1,11,BuiltIn,3,820,144,0,485000
800,RL,60,7200,Pave,,Reg,SWISU,1Fam,1.5Fin,5,7,1937,1950,Gable,731,SBrkr,981,787,1768,1,1,3,1,7,Detchd,1,240,0,0,175000
801,RL,79,12798,Pave,,IR1,ClearCr,1Fam,2Story,6,5,1997,1997,Gable,616,SBrkr,616,1072,1688,2,1,4,1,8,Attchd,2,603,403,0,200000
802,RM,40,4800,Pave,,Reg,IDOTRR,1Fam,1Story,4,7,1916,1990,Gable,1196,FuseA,1196,0,1196,1,0,2,1,5,Detchd,2,440,0,0,109900
803,RL,63,8199,Pave,,Reg,CollgCr,1Fam,2Story,7,5,2005,2005,Gable,728,SBrkr,728,728,1456,2,1,3,1,7,Attchd,2,410,36,0,189000
804,RL,107,13891,Pave,,Reg,NridgHt,1Fam,2Story,9,5,2008,2009,Hip,1734,SBrkr,1734,1088,2822,3,1,4,1,12,BuiltIn,3,1020,52,0,582933
805,RL,75,9000,Pave,,Reg,NAmes,1Fam,1Story,5,5,1954,1954,Gable,936,SBrkr,1128,0,1128,1,0,2,1,5,Attchd,1,286,0,0,118000
806,RL,91,12274,Pave,,IR1,Somerst,1Fam,1Story,7,5,2008,2008,Gable,1417,SBrkr,1428,0,1428,2,0,3,1,6,Attchd,2,554,0,0,227680
807,RL,75,9750,Pave,,Reg,NAmes,1Fam,SLvl,5,5,1967,1967,Gable,980,SBrkr,980,0,980,2,0,3,1,6,Attchd,1,384,68,0,135500
808,RL,144,21384,Pave,,Reg,BrkSide,1Fam,2Story,5,6,1923,2004,Gable,1324,SBrkr,1072,504,1576,1,1,3,1,6,Attchd,2,528,0,0,223500
809,RL,85,13400,Pave,,Reg,NAmes,1Fam,SLvl,5,5,1966,1966,Gable,1024,SBrkr,1086,0,1086,1,0,3,1,6,Attchd,2,484,0,0,159950
810,RM,90,8100,Pave,,Reg,OldTown,1Fam,2.5Unf,5,5,1898,1965,Hip,849,FuseA,1075,1063,2138,2,0,2,3,11,Detchd,2,360,40,0,106000
811,RL,78,10140,Pave,,Reg,NWAmes,1Fam,1Story,6,6,1974,1999,Hip,1040,SBrkr,1309,0,1309,1,1,3,1,5,Attchd,2,484,265,648,181000
812,RM,,4438,Pave,,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,848,SBrkr,848,0,848,1,0,1,1,4,Attchd,2,420,140,0,144500
813,C (all),66,8712,Grvl,,Reg,IDOTRR,1Fam,1Story,5,5,1952,1952,Hip,540,FuseA,1044,0,1044,1,0,2,1,4,Basment,2,504,0,0,55993
814,RL,75,9750,Pave,,Reg,NAmes,1Fam,1Story,6,6,1958,1958,Gable,1442,SBrkr,1442,0,1442,1,1,4,1,7,Attchd,1,301,0,0,157900
815,RL,45,8248,Pave,Grvl,Reg,Edwards,1Fam,1.5Fin,5,7,1918,1950,Gable,686,SBrkr,686,564,1250,1,1,3,1,7,Detchd,1,280,207,0,116000
816,RL,48,12137,Pave,,IR2,CollgCr,1Fam,1Story,7,5,1998,1998,Gable,1649,SBrkr,1661,0,1661,2,0,3,1,6,Attchd,2,598,0,0,224900
817,RL,,11425,Pave,,IR1,NAmes,1Fam,1Story,5,6,1954,1954,Gable,1008,SBrkr,1008,0,1008,1,0,2,1,4,Attchd,1,275,0,0,137000
818,RL,,13265,Pave,,IR1,Mitchel,1Fam,1Story,8,5,2002,2002,Hip,1568,SBrkr,1689,0,1689,2,0,3,1,7,Attchd,3,857,150,0,271000
819,RL,80,8816,Pave,,Reg,ClearCr,1Fam,SLvl,6,7,1971,1971,Gable,1010,SBrkr,1052,0,1052,1,0,3,1,6,Attchd,2,440,0,0,155000
820,RL,44,6371,Pave,,IR1,NridgHt,TwnhsE,1Story,7,5,2009,2010,Gable,1358,SBrkr,1358,0,1358,2,0,2,1,6,Attchd,2,484,192,0,224000
821,RL,72,7226,Pave,,IR1,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,798,SBrkr,798,842,1640,2,1,3,1,6,Attchd,2,595,0,0,183000
822,RM,60,6000,Pave,Pave,Reg,OldTown,2fmCon,1Story,4,4,1953,1953,Gable,936,SBrkr,936,0,936,1,0,2,1,4,Detchd,2,576,0,0,93000
823,RL,,12394,Pave,,IR1,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,847,SBrkr,847,886,1733,2,1,3,1,7,BuiltIn,2,433,100,0,225000
824,RL,60,9900,Pave,,Reg,SWISU,1Fam,1.5Fin,6,7,1940,1950,Gable,778,SBrkr,944,545,1489,2,0,3,1,7,Detchd,1,240,335,0,139500
825,FV,81,11216,Pave,,Reg,Somerst,1Fam,1Story,8,5,2006,2006,Gable,1489,SBrkr,1489,0,1489,2,0,3,1,7,Attchd,2,776,0,0,232600
826,RL,114,14803,Pave,,Reg,NridgHt,1Fam,1Story,10,5,2007,2008,Hip,2078,SBrkr,2084,0,2084,2,0,2,1,7,Attchd,3,1220,188,0,385000
827,RM,50,6130,Pave,,Reg,BrkSide,1Fam,1.5Unf,5,6,1924,1950,Gable,784,SBrkr,784,0,784,1,0,2,1,5,,0,0,0,0,109500
828,RL,65,8529,Pave,,IR1,SawyerW,1Fam,1Story,7,5,2001,2001,Gable,1454,SBrkr,1434,0,1434,2,0,3,1,6,Attchd,2,527,290,0,189000
829,RL,,28698,Pave,,IR2,ClearCr,1Fam,2Story,5,5,1967,1967,Flat,1013,SBrkr,1160,966,2126,2,1,3,1,7,Attchd,2,538,486,0,185000
830,FV,24,2544,Pave,Pave,Reg,Somerst,Twnhs,2Story,7,5,2005,2005,Gable,600,SBrkr,520,623,1223,2,1,2,1,4,Detchd,2,480,0,0,147400
831,RL,80,11900,Pave,,IR1,NAmes,1Fam,1Story,6,5,1957,1957,Gable,1392,FuseA,1392,0,1392,1,1,3,1,6,Attchd,2,458,0,0,166000
832,FV,30,3180,Pave,Pave,Reg,Somerst,TwnhsE,2Story,7,5,2005,2005,Gable,600,SBrkr,520,600,1200,2,1,2,1,4,Detchd,2,480,0,0,151000
833,RL,44,9548,Pave,,IR1,CollgCr,1Fam,2Story,7,6,2003,2003,Gable,941,SBrkr,941,888,1829,2,1,3,1,7,Attchd,2,613,192,0,237000
834,RL,100,10004,Pave,,Reg,NAmes,1Fam,1Story,6,6,1964,1964,Gable,1516,SBrkr,1516,0,1516,1,1,3,1,6,Attchd,2,472,0,0,167000
835,RL,75,7875,Pave,,Reg,NAmes,1Fam,1Story,5,6,1961,1961,Gable,1144,SBrkr,1144,0,1144,1,0,3,1,6,Attchd,2,456,0,0,139950
836,RL,60,9600,Pave,,Reg,Sawyer,1Fam,1Story,4,7,1950,1995,Gable,1067,SBrkr,1067,0,1067,2,0,2,1,4,Attchd,2,436,290,0,128000
837,RM,90,8100,Pave,Pave,Reg,OldTown,1Fam,1Story,5,6,1948,1973,Gable,1559,SBrkr,1559,0,1559,1,0,2,1,5,Detchd,2,812,0,0,153500
838,RM,21,1680,Pave,,Reg,BrDale,Twnhs,2Story,6,5,1973,1973,Gable,483,SBrkr,483,504,987,1,1,2,1,5,Detchd,1,264,0,0,100000
839,RL,75,9525,Pave,,Reg,CollgCr,1Fam,1Story,5,6,1995,2006,Gable,1099,SBrkr,1099,0,1099,1,1,3,1,6,Attchd,1,352,278,0,144000
840,RL,70,11767,Pave,,Reg,Edwards,1Fam,1.5Fin,5,6,1946,1995,Gable,768,SBrkr,768,432,1200,1,0,3,1,6,Detchd,1,240,0,0,130500
841,RH,,12155,Pave,,IR1,SWISU,1Fam,2Story,6,8,1925,1950,Gable,672,SBrkr,810,672,1482,2,0,4,1,7,Detchd,1,400,0,0,140000
842,RM,60,10440,Pave,Grvl,Reg,OldTown,1Fam,2Story,5,8,1904,2002,Gable,650,SBrkr,958,581,1539,2,0,3,1,8,Detchd,2,686,70,0,157500
843,RL,82,9020,Pave,,Reg,NAmes,1Fam,SLvl,6,7,1966,1966,Gable,1127,SBrkr,1165,0,1165,1,1,3,1,6,Attchd,2,490,0,0,174900
844,RL,80,8000,Pave,,Reg,NAmes,Duplex,1Story,5,4,1961,1961,Gable,1800,SBrkr,1800,0,1800,2,0,6,2,10,,0,0,0,0,141000
845,RM,100,12665,Pave,Grvl,IR1,OldTown,1Fam,1.5Fin,5,8,1915,1950,Gable,876,SBrkr,876,540,1416,1,1,4,1,7,Detchd,3,720,418,0,153900
846,RL,,16647,Pave,,IR1,Sawyer,1Fam,SFoyer,5,5,1975,1981,Gable,1390,SBrkr,1701,0,1701,2,0,3,1,6,Basment,2,611,0,0,171000
847,RL,75,9317,Pave,,Reg,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,740,SBrkr,1006,769,1775,2,1,3,1,7,Attchd,2,425,234,0,213000
848,RL,36,15523,Pave,,IR1,CollgCr,1Fam,1Story,5,6,1972,1972,Gable,864,SBrkr,864,0,864,1,0,3,1,5,Attchd,1,338,0,0,133500
849,RL,75,45600,Pave,,IR2,ClearCr,1Fam,1.5Fin,6,8,1908,1997,Gable,907,SBrkr,1307,1051,2358,3,0,5,1,10,Detchd,2,360,486,0,240000
850,RL,80,9600,Pave,,Reg,Veenker,1Fam,SLvl,6,7,1976,1994,Hip,528,SBrkr,1094,761,1855,2,1,3,1,7,Attchd,2,512,113,0,187000
851,RM,36,4435,Pave,,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,848,SBrkr,848,0,848,1,0,1,1,3,Attchd,2,420,140,0,131500
852,RL,,3196,Pave,,Reg,Blmngtn,TwnhsE,1Story,8,5,2003,2003,Gable,1273,SBrkr,1456,0,1456,2,0,2,1,7,Attchd,2,400,143,0,215000
853,RL,53,7128,Pave,,Reg,Crawfor,1Fam,2.5Unf,7,5,1941,1950,Gable,918,SBrkr,918,728,1646,2,0,4,1,7,Detchd,1,240,0,0,164000
854,RL,,12095,Pave,,IR1,NAmes,1Fam,SLvl,6,6,1964,1964,Gable,1127,SBrkr,1445,0,1445,1,1,3,1,7,Attchd,2,645,180,0,158000
855,RL,102,17920,Pave,,Reg,Sawyer,1Fam,1Story,5,4,1955,1974,Hip,1763,SBrkr,1779,0,1779,1,1,3,1,6,Attchd,2,454,0,0,170000
856,RL,,6897,Pave,,IR1,Sawyer,1Fam,1Story,5,8,1962,2010,Gable,1040,SBrkr,1040,0,1040,1,1,3,1,6,Detchd,1,260,0,0,127000
857,RL,,10970,Pave,,IR1,CollgCr,1Fam,SLvl,6,6,1978,1978,Gable,940,SBrkr,1026,0,1026,1,0,3,1,5,Detchd,2,576,0,0,147000
858,RL,65,8125,Pave,,Reg,Gilbert,1Fam,2Story,6,5,1994,1995,Gable,702,SBrkr,702,779,1481,2,1,3,1,6,Attchd,2,343,0,0,174000
859,RL,80,10400,Pave,,Reg,NWAmes,1Fam,1Story,7,5,1976,1976,Gable,1090,SBrkr,1370,0,1370,2,0,3,1,6,Attchd,2,479,0,0,152000
860,RL,,11029,Pave,,IR1,NWAmes,1Fam,2Story,6,7,1968,1984,Gable,1054,SBrkr,1512,1142,2654,2,1,4,1,9,Attchd,2,619,0,0,250000
861,RL,55,7642,Pave,,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Gable,912,SBrkr,912,514,1426,1,1,3,1,7,Detchd,1,216,0,0,189950
862,RL,75,11625,Pave,,Reg,Sawyer,2fmCon,1Story,5,4,1965,1965,Hip,1039,SBrkr,1039,0,1039,1,1,3,1,6,Attchd,2,504,0,0,131500
863,RL,81,9672,Pave,,Reg,SawyerW,1Fam,1Story,6,5,1984,1985,Hip,1040,SBrkr,1097,0,1097,2,0,3,1,6,Attchd,2,480,0,0,152000
864,RL,70,7931,Pave,,Reg,NAmes,1Fam,1Story,5,5,1959,1959,Hip,1148,SBrkr,1148,0,1148,1,0,3,1,6,Attchd,1,672,0,0,132500
865,FV,72,8640,Pave,,Reg,Somerst,1Fam,1Story,7,5,2007,2008,Gable,1372,SBrkr,1372,0,1372,2,0,3,1,6,Attchd,2,529,0,0,250580
866,RL,,8750,Pave,,IR1,NAmes,1Fam,1Story,5,6,1970,1970,Gable,1002,SBrkr,1002,0,1002,1,0,3,1,5,Detchd,2,902,0,0,148500
867,RL,67,10656,Pave,,IR1,Timber,1Fam,1Story,8,5,2006,2007,Gable,1638,SBrkr,1646,0,1646,2,0,3,1,6,Attchd,3,870,192,0,248900
868,RL,85,6970,Pave,,Reg,Sawyer,1Fam,1Story,4,5,1961,1961,Gable,1040,SBrkr,1120,0,1120,1,1,3,1,5,Attchd,2,544,168,0,129000
869,RL,,14762,Pave,,IR2,Gilbert,1Fam,2Story,5,6,1948,1950,Gable,0,SBrkr,1547,720,2320,2,0,2,1,7,Attchd,2,672,120,0,169000
870,RL,80,9938,Pave,,Reg,SawyerW,1Fam,2Story,7,5,1993,1994,Gable,1050,SBrkr,1062,887,1949,2,1,3,1,8,Attchd,2,574,156,0,236000
871,RL,60,6600,Pave,,Reg,NAmes,1Fam,1Story,5,5,1962,1962,Hip,894,SBrkr,894,0,894,1,0,2,1,5,Detchd,1,308,0,0,109500
872,RL,70,8750,Pave,,Reg,CollgCr,1Fam,2Story,6,5,1998,1998,Gable,804,SBrkr,804,878,1682,2,1,3,1,7,Attchd,2,523,0,0,200500
873,RL,74,8892,Pave,,Reg,NAmes,1Fam,1Story,5,7,1953,1996,Gable,105,SBrkr,910,0,910,1,0,3,1,5,Attchd,2,414,196,0,116000
874,RL,60,12144,Pave,,Reg,NAmes,1Fam,1Story,5,7,1949,1950,Gable,832,SBrkr,1036,0,1268,1,0,3,1,6,Attchd,1,288,0,0,133000
875,RM,52,5720,Pave,,Reg,OldTown,1Fam,1.5Fin,5,6,1941,1950,Gable,676,SBrkr,676,455,1131,1,1,3,1,5,Detchd,1,200,26,0,66500
876,FV,75,9000,Pave,,Reg,Somerst,1Fam,2Story,8,5,2007,2007,Gable,1184,SBrkr,1184,1426,2610,2,1,4,1,11,BuiltIn,2,550,208,0,303477
877,RL,94,25286,Pave,,Reg,Mitchel,1Fam,1Story,4,5,1963,1963,Gable,1064,SBrkr,1040,0,1040,1,0,3,1,5,Attchd,2,648,0,0,132250
878,RL,74,8834,Pave,,Reg,NridgHt,1Fam,2Story,9,5,2004,2005,Hip,1462,SBrkr,1462,762,2224,2,1,4,1,10,Attchd,3,738,184,0,350000
879,RL,88,11782,Pave,,IR1,Sawyer,1Fam,SFoyer,5,7,1961,1995,Gable,1109,SBrkr,1155,0,1155,1,0,3,1,6,Detchd,2,576,192,0,148000
880,RL,,7000,Pave,,IR1,CollgCr,1Fam,1Story,5,8,1978,2005,Gable,864,SBrkr,864,0,864,1,0,3,1,6,Attchd,1,336,0,0,136500
881,RL,60,7024,Pave,,Reg,Edwards,1Fam,1Story,5,5,2005,2006,Gable,1090,SBrkr,1090,0,1090,1,1,2,1,5,Attchd,2,450,0,0,157000
882,RL,44,13758,Pave,,IR1,Timber,1Fam,1.5Fin,7,5,1990,1991,Gable,1156,SBrkr,1187,530,1717,2,1,3,1,7,Attchd,2,400,168,0,187500
883,RL,,9636,Pave,,IR1,Gilbert,1Fam,2Story,6,5,1992,1993,Gable,808,SBrkr,808,785,1593,2,1,3,1,7,BuiltIn,2,389,342,0,178000
884,RL,60,6204,Pave,,Reg,SWISU,1Fam,2.5Fin,4,5,1912,1950,Gable,795,SBrkr,954,795,2230,1,0,5,1,10,Detchd,1,440,0,0,118500
885,RL,65,7150,Pave,,Reg,NAmes,1Fam,1Story,5,5,1967,1967,Gable,892,SBrkr,892,0,892,1,0,3,1,5,Attchd,1,288,0,0,100000
886,FV,50,5119,Pave,,IR1,Somerst,TwnhsE,1Story,9,5,1999,2000,Gable,1698,SBrkr,1709,0,1709,2,0,2,1,5,Attchd,2,506,97,0,328900
887,RL,70,8393,Pave,,Reg,NAmes,Duplex,1Story,5,5,1959,2005,Gable,1626,SBrkr,1712,0,1712,2,0,4,2,8,Attchd,2,588,272,0,145000
888,RL,59,16466,Pave,,IR1,Edwards,1Fam,1.5Fin,5,7,1955,1955,Gable,816,SBrkr,872,521,1393,1,1,3,1,8,Attchd,1,300,121,0,135500
889,RL,95,15865,Pave,,IR1,NAmes,1Fam,1Story,8,6,1970,1970,Flat,2217,SBrkr,2217,0,2217,2,0,4,1,8,Attchd,2,621,81,0,268000
890,RL,128,12160,Pave,,Reg,NAmes,1Fam,1Story,6,4,1953,1953,Hip,1505,SBrkr,1505,0,1505,1,0,2,1,6,Attchd,2,505,0,0,149500
891,RL,60,8064,Pave,,Reg,NAmes,1Fam,1.5Fin,5,7,1949,2006,Gable,672,SBrkr,672,252,924,1,0,3,1,6,Detchd,2,576,0,0,122900
892,RL,70,11184,Pave,,Reg,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,918,SBrkr,918,765,1683,2,1,3,1,7,Attchd,2,440,243,0,172500
893,RL,70,8414,Pave,,Reg,Sawyer,1Fam,1Story,6,8,1963,2003,Hip,1059,SBrkr,1068,0,1068,1,0,3,1,6,Attchd,1,264,192,0,154500
894,RL,,13284,Pave,,Reg,Sawyer,1Fam,1Story,5,5,1954,1954,Gable,1383,SBrkr,1383,0,1383,1,0,3,1,6,Attchd,1,354,511,0,165000
895,RL,64,7018,Pave,,Reg,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,0,SBrkr,1535,0,1535,2,0,4,2,8,Attchd,2,400,0,0,118858
896,RL,71,7056,Pave,,Reg,NAmes,1Fam,2Story,6,5,1963,1963,Hip,780,SBrkr,983,813,1796,1,1,4,1,8,Attchd,2,483,0,0,140000
897,RM,50,8765,Pave,Grvl,Reg,IDOTRR,1Fam,1Story,4,6,1936,1950,Gable,951,SBrkr,951,0,951,1,0,2,1,6,Detchd,1,327,0,0,106500
898,RL,64,7018,Pave,,Reg,SawyerW,Duplex,2Story,5,5,1979,1979,Gable,0,SBrkr,1120,1120,2240,2,0,6,2,12,Detchd,2,528,154,0,142953
899,RL,100,12919,Pave,,IR1,NridgHt,1Fam,1Story,9,5,2009,2010,Hip,2330,SBrkr,2364,0,2364,2,1,2,1,11,Attchd,3,820,0,0,611657
900,RL,65,6993,Pave,,Reg,Sawyer,1Fam,1Story,5,7,1961,1994,Gable,912,SBrkr,1236,0,1236,1,0,3,1,6,Attchd,1,288,0,0,135000
901,RL,,7340,Pave,,IR1,NAmes,1Fam,1Story,4,6,1971,1971,Gable,858,SBrkr,858,0,858,1,0,2,1,4,Detchd,1,684,0,0,110000
902,RL,64,8712,Pave,,IR1,NAmes,1Fam,1Story,5,7,1957,2000,Hip,992,SBrkr,1306,0,1306,1,0,2,1,5,Detchd,1,756,0,0,153000
903,RL,63,7875,Pave,,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,783,SBrkr,807,702,1509,2,1,3,1,8,Attchd,2,393,0,0,180000
904,RL,50,14859,Pave,,IR1,Gilbert,1Fam,1Story,7,5,2006,2006,Hip,1670,SBrkr,1670,0,1670,2,0,3,1,7,Attchd,3,690,144,0,240000
905,RL,,6173,Pave,,IR1,Sawyer,1Fam,1Story,5,6,1967,1967,Gable,876,SBrkr,902,0,902,1,0,3,1,6,Attchd,1,288,0,0,125500
906,RL,80,9920,Pave,,Reg,NAmes,1Fam,1Story,5,5,1954,1954,Gable,1056,SBrkr,1063,0,1063,1,0,3,1,6,Attchd,1,280,0,0,128000
907,RL,116,13501,Pave,,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Gable,1623,SBrkr,1636,0,1636,2,0,3,1,8,Attchd,3,865,0,0,255000
908,RL,86,11500,Pave,,IR1,Crawfor,1Fam,1.5Fin,7,7,1936,1987,Gable,1017,SBrkr,1020,1037,2057,1,1,3,1,6,Attchd,1,180,0,0,250000
909,RL,,8885,Pave,,IR1,Mitchel,1Fam,1Story,5,5,1983,1983,Gable,864,SBrkr,902,0,902,1,0,2,1,5,Attchd,2,484,164,0,131000
910,RL,149,12589,Pave,,IR2,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,742,SBrkr,742,742,1484,2,1,3,1,8,Attchd,2,390,36,0,174000
911,RL,80,11600,Pave,,Reg,NAmes,Duplex,2Story,5,5,1960,1960,Gable,1105,FuseA,1105,1169,2274,2,0,5,2,12,Detchd,2,480,0,0,154300
